Reference ID,Country,Product Code,Product Name,Subscription Start Date,Subscription Deactivation Date,Subscription Duration Months,Order Date Kyiv,Return Date Kyiv,Last Rebill Date Kyiv,Has Chargeback,Has Refund,Sales Agent Name,Source,Campaign Name,Total Amount ($),Discount Amount ($),Number Of Rebills,Original Amount ($),Returned Amount ($),Total Rebill Amount
GYB220210-1469-55133,US,aq-gyb-support-single-monthly, Support Single Device Monthly Subscription,"лютого 10, 2022, 12:00 дп","липня 10, 2023, 12:00 дп",1,"лютого 11, 2022, 12:45 дп",,"червня 10, 2023, 12:01 пп",No,No,Vicky,Call,AQ_9,"64,35","34,65",16,"99,00",,"319,2"
GYB220210-1469-74113,US,aq-gyb-support-24-month-plan-hi, Support 24-month Plan,"лютого 10, 2022, 12:00 дп","травня 12, 2022, 12:00 дп",24,"лютого 10, 2022, 10:37 пп",,,No,No,Olivia,Chat,AQ_9,"460,80","115,20",,"576,00",,
GYB220210-1833-24119,US,aq-one-time-pc-support, Support One Time PC Support ,,,0,"лютого 10, 2022, 6:36 пп",,,No,No,Esmee,Call,AQ_1,"74,50","74,50",,"149,00",,
GYB220210-2092-53113,AU,aq-one-time-pc-support, Support One Time PC Support ,,,0,"лютого 10, 2022, 3:48 пп",,,No,No,Biby,Chat,AQ_9,"149,11","0,00",,"149,11",,
GYB220210-2756-95124,US,aq-gyb-support-36-month-plan-hi, Support 36-month Plan,"лютого 10, 2022, 12:00 дп","лютого 10, 2025, 12:00 дп",36,"лютого 10, 2022, 6:21 дп",,,No,No,Nick,Call,AQ_9,"684,00","0,00",,"684,00",,
GYB220210-3843-19147,US,aq-one-time-pc-support, Support One Time PC Support ,,,0,"лютого 10, 2022, 11:05 пп",,,No,No,Olivia,Chat,AQ_9,"149,00","0,00",,"149,00",,
GYB220210-4943-65122,US,aq-one-time-pc-support, Support One Time PC Support ,,,0,"лютого 10, 2022, 6:52 пп",,,No,No,Olivia,Chat,AQ_9,"119,20","29,80",,"149,00",,
GYB220210-5240-20112,US,aq-one-time-pc-support, Support One Time PC Support ,,,0,"лютого 10, 2022, 11:54 пп",,,No,No,Esmee,Call,AQ_9,"149,00","0,00",,"149,00",,
GYB220211-1469-20108,MT,aq-gyb-support-single-monthly, Support Single Device Monthly Subscription,"лютого 11, 2022, 12:00 дп","серпня 18, 2022, 12:00 дп",1,"лютого 11, 2022, 3:34 дп",,"липня 11, 2022, 12:49 пп",No,No,Megan,Chat,AQ_9,"99,07","0,00",5,"99,07",,"95,53"
GYB220211-1469-33138,AU,aq-gyb-support-36-month-plan-hi, Support 36-month Plan,"лютого 11, 2022, 12:00 дп",,36,"лютого 11, 2022, 5:10 дп",,,No,No,Vicky,Call,AQ_7,"683,91","0,00",,"683,91",,
GYB220211-1469-65159,US,aq-gyb-support-36-month-plan-hi, Support 36-month Plan,"лютого 11, 2022, 12:00 дп","березня 5, 2022, 12:00 дп",36,"лютого 11, 2022, 7:59 пп","березня 4, 2022, 8:01 пп",,Yes,No,Nick,Call,AQ_25,"684,00","0,00",,"684,00","684,00",
GYB220211-1469-74188,US,aq-gyb-support-3-month-plan-lo, Support 3-month Plan,"лютого 11, 2022, 12:00 дп","травня 11, 2022, 12:00 дп",3,"лютого 11, 2022, 8:09 пп",,,No,No,Jacob,Call,AQ_9,"149,25","49,75",,"199,00",,
GYB220211-1596-53140,CA,aq-gyb-support-24-month-plan-hi, Support 24-month Plan,"лютого 11, 2022, 12:00 дп",,24,"лютого 12, 2022, 2:27 дп",,,No,No,Esmee,Call,AQ_1,"576,00","0,00",,"576,00",,
GYB220211-1596-92116,US,aq-one-time-pc-support, Support One Time PC Support ,,,0,"лютого 12, 2022, 12:16 дп",,,No,No,Biby,Chat,AQ_9,"149,00","0,00",,"149,00",,
GYB220211-3843-60119,US,aq-gyb-support-single-monthly, Support Single Device Monthly Subscription,"лютого 11, 2022, 12:00 дп","березня 11, 2022, 12:00 дп",1,"лютого 11, 2022, 7:07 пп",,,No,No,Jacob,Call,AQ_5,"74,25","24,75",,"99,00",,
GYB220211-3843-87152,US,aq-gyb-support-3-month-plan-lo, Support 3-month Plan,"лютого 11, 2022, 12:00 дп","травня 3, 2022, 12:00 дп",3,"лютого 11, 2022, 10:36 пп",,,No,No,Rodger,Call,AQ_9,"159,20","39,80",,"199,00",,
GYB220211-5240-78127,US,aq-gyb-support-24-month-plan-hi, Support 24-month Plan,"лютого 11, 2022, 12:00 дп","лютого 11, 2024, 12:00 дп",24,"лютого 11, 2022, 3:01 дп","березня 21, 2022, 11:12 дп",,No,Yes,Megan,Chat,AQ_9,"576,00","0,00",,"576,00","426,00",
GYB220211-6036-80122,US,aq-gyb-support-36-month-plan-hi, Support 36-month Plan,"лютого 11, 2022, 12:00 дп",,36,"лютого 12, 2022, 12:20 дп",,,No,No,Esmee,Call,AQ_1,"581,40","102,60",,"684,00",,
GYB220212-1230-50107,US,aq-gyb-support-single-monthly, Support Single Device Monthly Subscription,"лютого 12, 2022, 12:00 дп","березня 12, 2022, 12:00 дп",1,"лютого 12, 2022, 7:43 дп",,,No,No,Esmee,Call,AQ_9,"49,50","49,50",,"99,00",,
GYB220212-1469-14155,US,aq-gyb-support-single-monthly, Support Single Device Monthly Subscription,"лютого 12, 2022, 12:00 дп","березня 19, 2022, 12:00 дп",1,"лютого 13, 2022, 1:04 дп",,,No,No,Jacob,Call,AQ_1,"74,25","24,75",,"99,00",,
GYB220212-4018-20134,IL,aq-gyb-support-single-monthly, Support Single Device Monthly Subscription,"лютого 12, 2022, 12:00 дп","березня 12, 2022, 12:00 дп",1,"лютого 12, 2022, 5:48 пп",,,No,No,Clary,Chat,AQ_9,"99,00","0,00",,"99,00",,
GYB220212-4018-47111,US,aq-gyb-support-12-month-plan-hi, Support 12-month Plan,"лютого 12, 2022, 12:00 дп","лютого 12, 2023, 12:00 дп",12,"лютого 12, 2022, 3:45 дп",,,No,No,Rodger,Call,AQ_9,"302,40","129,60",,"432,00",,
GYB220212-5240-72122,US,aq-gyb-support-12-month-plan-hi, Support 12-month Plan,"лютого 12, 2022, 12:00 дп","лютого 19, 2023, 12:00 дп",1,"лютого 12, 2022, 5:22 дп",,,No,No,Esmee,Call,AQ_9,"324,00","108,00",,"432,00",,
GYB220212-7843-23149,US,aq-gyb-support-6-month-plan-lo, Support 6-month Plan,"лютого 12, 2022, 12:00 дп","листопада 19, 2022, 12:00 дп",1,"лютого 12, 2022, 10:27 пп",,"жовтня 12, 2022, 12:06 пп",No,No,Esmee,Call,AQ_9,"249,00","0,00",3,"249,00",,"59,85"
GYB220212-7843-92119,US,aq-one-time-pc-support, Support One Time PC Support ,,,0,"лютого 12, 2022, 8:24 дп",,,No,No,Biby,Chat,AQ_9,"149,00","0,00",,"149,00",,
GYB220213-1230-82119,CA,aq-gyb-support-single-monthly, Support Single Device Monthly Subscription,"лютого 13, 2022, 12:00 дп","березня 13, 2022, 12:00 дп",1,"лютого 13, 2022, 9:16 пп",,,No,No,Jackie,Call,AQ_1,"99,28","0,00",,"99,28",,
GYB220213-1469-14128,US,aq-gyb-support-12-month-plan-hi, Support 12-month Plan,"лютого 13, 2022, 12:00 дп","лютого 13, 2023, 12:00 дп",12,"лютого 13, 2022, 4:57 пп",,,No,No,Jules,Chat,AQ_9,"432,00","0,00",,"432,00",,
GYB220213-1596-48133,US,aq-gyb-support-24-month-plan-hi, Support 24-month Plan,"лютого 13, 2022, 12:00 дп",,24,"лютого 13, 2022, 10:34 пп",,,No,No,Rodger,Call,AQ_9,"576,00","0,00",,"576,00",,
GYB220213-3843-45125,US,aq-gyb-support-36-month-plan-hi, Support 36-month Plan,"лютого 13, 2022, 12:00 дп",,36,"лютого 14, 2022, 1:10 дп",,,No,No,Olivia,Chat,AQ_9,"684,00","0,00",,"684,00",,
GYB220213-5240-26132,US,aq-gyb-support-single-monthly, Support Single Device Monthly Subscription,"лютого 13, 2022, 12:00 дп","лютого 14, 2022, 12:00 дп",1,"лютого 13, 2022, 3:46 дп","лютого 14, 2022, 2:39 пп",,No,Yes,Esmee,Call,AQ_9,"64,35","34,65",,"99,00","64,35",
GYB220213-6036-64129,US,aq-one-time-pc-support, Support One Time PC Support ,,,0,"лютого 13, 2022, 7:05 пп",,,No,No,Esmee,Call,AQ_9,"74,50","74,50",,"149,00",,
GYB220214-1469-52121,US,aq-one-time-pc-support, Support One Time PC Support ,,,0,"лютого 15, 2022, 1:18 дп",,,No,No,Jules,Chat,AQ_9,"149,00","0,00",,"149,00",,
GYB220214-1469-56156,CA,aq-gyb-support-single-monthly, Support Single Device Monthly Subscription,"лютого 14, 2022, 12:00 дп","березня 14, 2022, 12:00 дп",1,"лютого 15, 2022, 1:22 дп",,,No,No,Jackie,Call,AQ_1,"49,64","49,64",,"99,28",,
GYB220214-6036-21125,US,aq-gyb-support-36-month-plan-hi, Support 36-month Plan,"лютого 14, 2022, 12:00 дп",,36,"лютого 14, 2022, 6:38 пп",,,No,No,Jackie,Call,AQ_9,"684,00","0,00",,"684,00",,
GYB220214-6036-72107,US,aq-one-time-pc-support, Support One Time PC Support ,,,0,"лютого 14, 2022, 4:59 пп",,,No,No,,,,"96,85","52,15",,"149,00",,
GYB220215-1469-62125,US,aq-gyb-support-24-month-plan-hi, Support 24-month Plan,"лютого 15, 2022, 12:00 дп",,24,"лютого 15, 2022, 10:28 пп","квітня 7, 2022, 11:08 дп",,No,Yes,Vicky,Call,AQ_9,"576,00","0,00",,"576,00","300,00",
GYB220215-1596-15110,US,aq-gyb-support-36-month-plan-hi, Support 36-month Plan,"лютого 15, 2022, 12:00 дп","лютого 24, 2022, 12:00 дп",36,"лютого 15, 2022, 8:03 пп","лютого 24, 2022, 8:02 дп",,Yes,No,Jayce,Call,AQ_9,"684,00","0,00",,"684,00","684,00",
GYB220215-5240-75172,US,aq-one-time-pc-support, Support One Time PC Support ,,,0,"лютого 16, 2022, 1:22 дп",,,No,No,Rinna,Chat,AQ_9,"149,00","0,00",,"149,00",,
GYB220215-5240-93129,CA,aq-gyb-support-single-monthly, Support Single Device Monthly Subscription,"лютого 15, 2022, 12:00 дп","травня 4, 2022, 12:00 дп",1,"лютого 16, 2022, 12:42 дп",,"квітня 15, 2022, 11:27 дп",No,No,Jackie,Call,AQ_1,"49,61","49,61",2,"99,22",,"20,51"
GYB220216-3843-67122,US,aq-one-time-pc-support, Support One Time PC Support ,,,0,"лютого 16, 2022, 9:07 пп",,,No,No,Esmee,Call,AQ_25,"96,85","52,15",,"149,00",,
GYB220216-4018-97119,GB,aq-gyb-support-36-month-plan-hi, Support 36-month Plan,"лютого 16, 2022, 12:00 дп",,36,"лютого 16, 2022, 7:26 пп",,,No,No,Biby,Chat,AQ_9,"683,77","0,00",,"683,77",,
GYB220216-9780-48120,AU,aq-gyb-support-36-month-plan-hi, Support 36-month Plan,"лютого 16, 2022, 12:00 дп",,36,"лютого 16, 2022, 4:34 дп",,,No,No,Jackie,Call,AQ_7,"683,38","0,00",,"683,38",,
GYB220217-1324-28136,US,aq-gyb-support-3-month-plan-lo, Support 3-month Plan,"лютого 17, 2022, 12:00 дп","червня 17, 2022, 12:00 дп",1,"лютого 17, 2022, 9:38 пп",,"травня 17, 2022, 11:06 дп",No,No,Rodger,Call,AQ_9,"139,30","59,70",1,"199,00",,"19,95"
GYB220217-1324-81112,US,aq-gyb-support-12-month-plan-hi, Support 12-month Plan,"лютого 17, 2022, 12:00 дп","лютого 28, 2022, 12:00 дп",12,"лютого 17, 2022, 7:34 пп","лютого 28, 2022, 1:32 пп",,No,Yes,Olivia,Chat,AQ_9,"432,00","0,00",,"432,00","300,00",
GYB220217-1791-56133,CA,aq-gyb-support-24-month-plan-hi, Support 24-month Plan,"лютого 17, 2022, 12:00 дп","серпня 10, 2022, 12:00 дп",24,"лютого 17, 2022, 5:23 дп",,,No,No,Vicky,Call,AQ_1,"576,05","0,00",,"576,05",,
GYB220217-2723-85130,US,aq-gyb-support-36-month-plan-hi, Support 36-month Plan,"лютого 17, 2022, 12:00 дп",,36,"лютого 17, 2022, 6:07 пп",,,No,No,Esmee,Call,AQ.Upgrade,"615,60","68,40",,"684,00",,
GYB220217-4103-59140,PA,aq-gyb-support-12-month-plan-hi, Support 12-month Plan,"лютого 17, 2022, 12:00 дп","березня 18, 2022, 12:00 дп",12,"лютого 18, 2022, 12:41 дп","березня 18, 2022, 11:23 дп",,No,Yes,Nick,Call,AQ_9,"432,00","0,00",,"432,00","283,00",
GYB220217-4827-85118,US,aq-one-time-pc-support, Support One Time PC Support ,,,0,"лютого 18, 2022, 12:25 дп",,,No,No,Jacob,Call,AQ_9,"96,85","52,15",,"149,00",,
GYB220217-7423-36114,US,aq-gyb-support-6-month-plan-lo, Support 6-month Plan,"лютого 17, 2022, 12:00 дп","листопада 17, 2022, 12:00 дп",1,"лютого 18, 2022, 1:47 дп",,"жовтня 17, 2022, 11:37 дп",No,No,Nick,Call,AQ_9,"199,20","49,80",3,"249,00",,"59,85"
GYB220217-8578-93123,US,aq-one-time-pc-support, Support One Time PC Support ,,,0,"лютого 17, 2022, 3:14 дп",,,No,No,Megan,Chat,PDFSuite.CTA,"149,00","0,00",,"149,00",,
GYB220217-9979-62120,US,aq-gyb-support-multiple-monthly, Support Multiple Device Monthly Subscription,"лютого 17, 2022, 12:00 дп","серпня 24, 2022, 12:00 дп",1,"лютого 17, 2022, 5:32 пп",,"серпня 17, 2022, 12:08 пп",No,No,Rodger,Call,AQ_25,"49,50","49,50",6,"99,00",,"74,82"
GYB220218-1719-79130,GB,gyb-support-36-month-plan, Support 36-month plan,"лютого 18, 2022, 12:00 дп","серпня 3, 2022, 12:00 дп",1,"лютого 18, 2022, 9:17 пп","березня 13, 2022, 12:25 пп","червня 27, 2022, 11:23 дп",No,Yes,,,,"575,56","0,00",3,"575,56","372,83","57,77"
GYB220218-1719-97110,US,aq-one-time-pc-support, Support One Time PC Support ,,,0,"лютого 18, 2022, 6:33 дп",,,No,No,Nick,Call,AQ_9,"149,00","0,00",,"149,00",,
GYB220218-6894-75107,US,aq-gyb-support-multiple-monthly, Support Multiple Device Monthly Subscription,"лютого 18, 2022, 12:00 дп","травня 25, 2022, 12:00 дп",1,"лютого 18, 2022, 10:19 пп",,"квітня 20, 2022, 5:42 пп",No,No,Rodger,Call,AQ_9,"49,50","49,50",2,"99,00",,"24,94"
GYB220218-6894-79140,US,aq-one-time-pc-support, Support One Time PC Support ,,,0,"лютого 18, 2022, 11:42 пп",,,No,No,Biby,Chat,AQ_9,"149,00","0,00",,"149,00",,
GYB220218-7311-61120,US,aq-gyb-support-12-month-plan-hi, Support 12-month Plan,"лютого 18, 2022, 12:00 дп","лютого 18, 2023, 12:00 дп",12,"лютого 18, 2022, 7:54 пп",,,No,No,Rodger,From Support,AQ.Upgrade,"302,40","129,60",,"432,00",,
GYB220218-8715-39126,US,aq-gyb-support-24-month-plan-hi, Support 24-month Plan,"лютого 18, 2022, 12:00 дп","лютого 18, 2024, 12:00 дп",24,"лютого 18, 2022, 5:02 пп",,,No,No,Rodger,Call,AQ_1,"576,00","0,00",,"576,00",,
GYB220219-3437-51117,GB,aq-gyb-support-36-month-plan-hi, Support 36-month Plan,"лютого 19, 2022, 12:00 дп",,36,"лютого 19, 2022, 5:44 пп",,,No,No,Jackie,Call,AQ_9,"683,91","0,00",,"683,91",,
GYB220219-6344-17113,AU,aq-gyb-support-single-monthly, Support Single Device Monthly Subscription,"лютого 19, 2022, 12:00 дп","березня 19, 2022, 12:00 дп",1,"лютого 20, 2022, 12:04 дп",,,No,No,Rodger,Call,AQ_7,"84,24","14,87",,"99,11",,
GYB220219-6643-35171,US,aq-one-time-pc-support, Support One Time PC Support ,,,0,"лютого 20, 2022, 1:05 дп",,,No,No,Ruby,Chat,AQ_9,"149,00","0,00",,"149,00",,
GYB220219-6643-41143,US,aq-gyb-support-single-monthly, Support Single Device Monthly Subscription,"лютого 19, 2022, 12:00 дп","березня 22, 2022, 12:00 дп",1,"лютого 19, 2022, 10:47 пп",,,No,No,Rodger,Call,AQ_9,"84,15","14,85",,"99,00",,
GYB220219-6643-67120,US,aq-gyb-support-12-month-plan-hi, Support 12-month Plan,"лютого 19, 2022, 12:00 дп","березня 1, 2022, 12:00 дп",12,"лютого 19, 2022, 9:10 пп",,,No,No,Jules,Chat,AQ_9,"432,00","0,00",,"432,00",,
GYB220219-6894-98116,US,aq-gyb-support-3-month-plan-lo, Support 3-month Plan,"лютого 19, 2022, 12:00 дп","липня 18, 2022, 12:00 дп",1,"лютого 19, 2022, 10:00 пп",,"червня 19, 2022, 12:01 пп",No,No,Jackie,Call,AQ_9,"159,20","39,80",2,"199,00",,"39,9"
GYB220219-7341-65119,US,aq-gyb-support-36-month-plan-hi, Support 36-month Plan,"лютого 19, 2022, 12:00 дп","лютого 19, 2025, 12:00 дп",36,"лютого 19, 2022, 3:32 дп",,,No,No,,,,"547,20","136,80",,"684,00",,
GYB220220-6344-60136,US,aq-one-time-pc-support, Support One Time PC Support ,,,0,"лютого 21, 2022, 2:21 дп",,,No,No,Jules,Chat,AQ_9,"119,20","29,80",,"149,00",,
GYB220220-6894-55191,US,gyb-support-36-month-plan, Support 36-month plan,"лютого 20, 2022, 12:00 дп",,36,"лютого 21, 2022, 2:15 дп",,,No,No,Rodger,Call,BF.Upgrade,"576,00","0,00",,"576,00",,
GYB220220-6894-63128,US,aq-one-time-pc-support, Support One Time PC Support ,,,0,"лютого 20, 2022, 8:42 пп",,,No,No,,,,"149,00","0,00",,"149,00",,
GYB220220-7341-39112,AU,aq-one-time-pc-support, Support One Time PC Support ,,,0,"лютого 20, 2022, 11:06 пп",,,No,No,Jackie,Call,AQ_7,"74,67","74,67",,"149,34",,
GYB220221-3437-92119,US,aq-one-time-pc-support, Support One Time PC Support ,,,0,"лютого 22, 2022, 12:51 дп",,,No,No,Vicky,Call,AQ_1,"74,50","74,50",,"149,00",,
GYB220221-3925-60124,US,aq-gyb-support-single-monthly, Support Single Device Monthly Subscription,"лютого 21, 2022, 12:00 дп","березня 21, 2022, 12:00 дп",1,"лютого 21, 2022, 5:09 пп",,,No,No,,,,"49,50","49,50",,"99,00",,
GYB220221-3925-93142,US,aq-one-time-pc-support, Support One Time PC Support ,,,0,"лютого 21, 2022, 8:52 пп",,,No,No,,,,"74,50","74,50",,"149,00",,
GYB220221-6643-26110,US,aq-gyb-support-single-monthly, Support Single Device Monthly Subscription,"лютого 21, 2022, 12:00 дп","березня 21, 2022, 12:00 дп",1,"лютого 21, 2022, 5:13 дп",,,No,No,Rodger,Call,AQ_9,"49,50","49,50",,"99,00",,
GYB220221-7341-37129,US,aq-gyb-support-36-month-plan-hi, Support 36-month Plan,"лютого 21, 2022, 12:00 дп","лютого 21, 2025, 12:00 дп",36,"лютого 21, 2022, 9:33 пп",,,No,No,,,,"684,00","0,00",,"684,00",,
GYB220221-9523-16124,AU,aq-gyb-support-12-month-plan-hi, Support 12-month Plan,"лютого 21, 2022, 12:00 дп","березня 21, 2023, 12:00 дп",1,"лютого 21, 2022, 7:18 дп",,"лютого 21, 2023, 11:08 дп",No,No,Rodger,Call,AQ_7,"302,56","129,67",1,"432,23",,"19,28"
GYB220221-9523-20157,US,aq-gyb-support-36-month-plan-hi, Support 36-month Plan,"лютого 21, 2022, 12:00 дп",,36,"лютого 21, 2022, 8:38 пп","лютого 25, 2022, 4:45 пп",,No,Yes,,,,"581,40","102,60",,"684,00","500,00",
GYB220222-1825-75144,CA,aq-one-time-pc-support, Support One Time PC Support ,,,0,"лютого 22, 2022, 10:18 пп",,,No,No,,,,"111,90","37,30",,"149,20",,
GYB220222-3437-12141,US,aq-gyb-support-single-monthly, Support Single Device Monthly Subscription,"лютого 22, 2022, 12:00 дп","березня 22, 2022, 12:00 дп",1,"лютого 23, 2022, 2:16 дп",,,No,No,,,,"49,50","49,50",,"99,00",,
GYB220222-3437-47118,US,aq-gyb-support-12-month-plan, Support 12-month plan,"лютого 22, 2022, 12:00 дп","березня 22, 2023, 12:00 дп",1,"лютого 22, 2022, 5:58 пп",,"лютого 22, 2023, 12:21 пп",No,No,,,,"285,60","50,40",1,"336,00",,"19,95"
GYB220222-3925-33137,US,aq-gyb-support-3-month-plan-lo, Support 3-month Plan,"лютого 22, 2022, 12:00 дп","травня 29, 2022, 12:00 дп",1,"лютого 22, 2022, 8:03 дп",,,No,No,Keira,Chat,AQ_21,"199,00","0,00",,"199,00",,
GYB220222-3925-65102,US,aq-gyb-support-36-month-plan-hi, Support 36-month Plan,"лютого 22, 2022, 12:00 дп","квітня 4, 2022, 12:00 дп",36,"лютого 22, 2022, 3:16 дп","квітня 4, 2022, 10:03 дп",,No,Yes,,,,"513,00","171,00",,"684,00","513,00",
GYB220222-3925-79198,GB,aq-gyb-support-12-month-plan-hi, Support 12-month Plan,"лютого 22, 2022, 12:00 дп","лютого 22, 2023, 12:00 дп",12,"лютого 23, 2022, 1:20 дп",,,No,No,,,,"432,46","0,00",,"432,46",,
GYB220222-6643-83126,CA,aq-gyb-support-single-monthly, Support Single Device Monthly Subscription,"лютого 22, 2022, 12:00 дп","березня 22, 2022, 12:00 дп",1,"лютого 22, 2022, 9:20 пп","травня 5, 2022, 5:24 дп",,Yes,No,,,,"99,22","0,00",,"99,22","92,61",
GYB220222-6643-85114,AU,aq-gyb-support-12-month-plan-hi, Support 12-month Plan,"лютого 22, 2022, 12:00 дп","лютого 22, 2023, 12:00 дп",12,"лютого 22, 2022, 5:55 дп",,,No,No,,,,"432,20","0,00",,"432,20",,
GYB220222-6643-97159,US,aq-gyb-support-multiple-monthly, Support Multiple Device Monthly Subscription,"лютого 22, 2022, 12:00 дп","лютого 22, 2022, 12:00 дп",1,"лютого 23, 2022, 12:57 дп",,,No,No,Nick,From Support,ByteFence.CTA,"64,35","34,65",,"99,00",,
GYB220222-6643-97159,US,aq-gyb-support-multiple-monthly, Support Multiple Device Monthly Subscription,"лютого 22, 2022, 12:00 дп","лютого 22, 2022, 12:00 дп",1,"лютого 23, 2022, 12:57 дп",,,No,No,,,,"64,35","34,65",,"99,00",,
GYB220222-7341-41104,CA,aq-gyb-support-multiple-monthly, Support Multiple Device Monthly Subscription,"лютого 22, 2022, 12:00 дп","березня 22, 2022, 12:00 дп",1,"лютого 22, 2022, 11:28 пп",,,No,No,Rodger,Call,AQ_1,"99,22","0,00",,"99,22",,
GYB220223-6894-83113,US,aq-gyb-support-12-month-plan-hi, Support 12-month Plan,"лютого 23, 2022, 12:00 дп","серпня 24, 2022, 12:00 дп",12,"лютого 23, 2022, 10:05 пп",,,No,No,,,,"432,00","0,00",,"432,00",,
GYB220223-7341-49130,US,aq-gyb-support-multiple-monthly, Support Multiple Device Monthly Subscription,"лютого 23, 2022, 12:00 дп","травня 30, 2022, 12:00 дп",1,"лютого 23, 2022, 11:12 пп",,"квітня 23, 2022, 1:02 пп",No,No,Rodger,Call,AQ_9,"49,50","49,50",2,"99,00",,"24,94"
GYB220224-3437-55128,CA,aq-gyb-support-6-month-plan-lo, Support 6-month Plan,"лютого 24, 2022, 12:00 дп","жовтня 24, 2022, 12:00 дп",1,"лютого 24, 2022, 8:25 пп",,"вересня 24, 2022, 1:58 пп",No,No,Ruby,Ticket,AQ_21,"249,42","0,00",2,"249,42",,"39,22"
GYB220224-6344-94127,US,aq-gyb-support-12-month-plan-hi, Support 12-month Plan,"лютого 24, 2022, 12:00 дп","грудня 9, 2022, 12:00 дп",12,"лютого 24, 2022, 3:32 дп",,,No,No,,,,"324,00","108,00",,"432,00",,
GYB220224-7955-11142,CA,aq-one-time-pc-support, Support One Time PC Support ,,,0,"лютого 25, 2022, 1:10 дп",,,No,No,,,,"74,68","74,68",,"149,36",,
GYB220224-9523-71127,US,aq-one-time-pc-support, Support One Time PC Support ,,,0,"лютого 24, 2022, 5:05 дп",,,No,No,,,,"96,85","52,15",,"149,00",,
GYB220225-6849-52135,US,aq-gyb-support-single-monthly, Support Single Device Monthly Subscription,"лютого 25, 2022, 12:00 дп",,1,"лютого 25, 2022, 7:11 пп",,"вересня 25, 2023, 12:34 пп",No,No,Jackie,Call,AQ_9,"49,50","49,50",19,"99,00",,"189,43"
GYB220226-3969-68106,US,aq-one-time-pc-support, Support One Time PC Support ,,,0,"лютого 26, 2022, 5:49 пп",,,No,No,Vicky,Call,AQ_9,"74,50","74,50",,"149,00",,
GYB220227-3240-47111,GB,aq-one-time-pc-support, Support One Time PC Support ,,,0,"лютого 27, 2022, 10:10 дп",,,No,No,,,,"149,80","0,00",,"149,80",,
GYB220227-3969-54123,US,gyb-support-36-month-plan-hi, Support 36-month Plan,"лютого 27, 2022, 12:00 дп",,36,"лютого 27, 2022, 11:38 пп",,,No,No,,,,"547,20","136,80",,"684,00",,
GYB220227-6206-73123,US,aq-gyb-support-36-month-plan-hi, Support 36-month Plan,"лютого 27, 2022, 12:00 дп","лютого 27, 2025, 12:00 дп",36,"лютого 27, 2022, 3:11 дп",,,No,No,Jules,Chat,AQ_9,"684,00","0,00",,"684,00",,
GYB220227-6206-97164,US,aq-one-time-pc-support, Support One Time PC Support ,,,0,"лютого 27, 2022, 10:08 пп",,,No,No,,,,"149,00","0,00",,"149,00",,
GYB220228-5377-43114,GB,aq-gyb-support-3-month-plan-lo, Support 3-month Plan,"лютого 28, 2022, 12:00 дп","червня 11, 2022, 12:00 дп",3,"березня 1, 2022, 12:16 дп",,,No,No,Keira,Chat,AQ_21,"199,56","0,00",,"199,56",,
GYB220228-6206-73107,US,aq-gyb-support-12-month-plan-hi, Support 12-month Plan,"лютого 28, 2022, 12:00 дп","серпня 8, 2025, 12:00 дп",12,"лютого 28, 2022, 7:20 пп",,,No,No,,,,"302,40","129,60",,"432,00",,
GYB220228-6849-15105,CA,aq-gyb-support-12-month-plan-hi, Support 12-month Plan,"лютого 28, 2022, 12:00 дп","березня 8, 2023, 12:00 дп",12,"березня 1, 2022, 12:23 дп",,,No,No,,,,"302,58","129,68",,"432,26",,
GYB220301-3240-50125,CA,aq-gyb-support-single-monthly, Support Single Device Monthly Subscription,"березня 1, 2022, 12:00 дп",,1,"березня 1, 2022, 8:47 пп",,"жовтня 1, 2023, 12:01 пп",No,No,Jackie,Call,AQ.Upgrade,"99,26","0,00",17,"99,26",,"333,92"
GYB220301-3969-41127,US,aq-gyb-support-36-month-plan-hi, Support 36-month Plan,"березня 1, 2022, 12:00 дп",,36,"березня 1, 2022, 9:36 дп",,,No,No,Jules,Chat,AQ_9,"684,00","0,00",,"684,00",,
GYB220301-6206-89120,IL,one-time-pc-support, Support One Time PC Support ,,,0,"березня 1, 2022, 2:22 пп",,,No,No,Jules,Chat,AQ_9,"149,00","0,00",,"149,00",,
GYB220302-3240-59133,US,aq-gyb-support-36-month-plan-hi, Support 36-month Plan,"березня 2, 2022, 12:00 дп","липня 10, 2027, 12:00 дп",36,"березня 2, 2022, 5:55 пп",,,No,No,Rodger,From Support,BF.Upgrade,"478,80","205,20",,"684,00",,
GYB220302-5377-65116,US,aq-gyb-support-3-month-plan-lo, Support 3-month Plan,"березня 2, 2022, 12:00 дп","вересня 9, 2022, 12:00 дп",1,"березня 2, 2022, 4:13 дп",,"серпня 2, 2022, 3:17 пп",No,No,Keira,Chat,AQ_21,"199,00","0,00",3,"199,00",,"59,85"
GYB220303-5377-72116,US,aq-one-time-pc-support, Support One Time PC Support ,,,0,"березня 3, 2022, 11:39 пп",,,No,No,,,,"149,00","0,00",,"149,00",,
GYB220303-7835-78112,SG,aq-gyb-support-36-month-plan-hi, Support 36-month Plan,"березня 3, 2022, 12:00 дп","березня 3, 2025, 12:00 дп",36,"березня 3, 2022, 4:29 пп",,,No,No,,,,"580,85","102,50",,"683,35",,
